model_names,train_times,val_eval_times,final_test_times,train_accuracies,val_accuracies,final_test_accuracies,best_epochs,final_train_losses,final_val_losses,final_test_losses,train_acc_history,val_acc_history,train_loss_history,val_loss_history
vit_base_patch16_224,6079.127568721771,41.34511208534241,41.20267987251282,95.31732826241978,91.7960088691796,89.67813540510544,26,0.151168138480209,0.2546643305826804,0.2734798573214432,"[68.74257190396958, 82.3864986926551, 85.69051580698836, 87.68718801996673, 89.04207273591634, 89.16092227240314, 90.30187782267649, 90.46826717375802, 91.39529355835512, 92.34608985024958, 92.75017827430473, 93.22557642025195, 93.39196577133349, 93.5108153078203, 93.58212502971239, 93.55835512241502, 93.79605419538863, 94.17637271214642, 94.67554076539102, 94.4378416924174, 94.62800095079629, 95.17470881863561, 94.7468504872831, 94.79439030187783, 95.31732826241978, 95.10339909674352]","[77.27272727272727, 83.81374722838137, 85.69844789356985, 88.24833702882484, 87.47228381374723, 88.58093126385809, 89.02439024390245, 89.91130820399113, 90.9090909090909, 90.35476718403548, 90.2439024390244, 90.57649667405765, 91.01995565410199, 91.46341463414635, 88.91352549889135, 90.46563192904657, 89.24611973392462, 90.68736141906874, 91.57427937915743, 91.35254988913526, 91.7960088691796, 91.24168514412416, 88.91352549889135, 90.57649667405765, 91.24168514412416, 90.79822616407982]","[0.7849689988475858, 0.4809628436059663, 0.4003754491833123, 0.3556437842322118, 0.3228883860689221, 0.3052544212250998, 0.2843098857750495, 0.2710422200122566, 0.25348152756465203, 0.24199190064135825, 0.22630072955155012, 0.2185082660818642, 0.20564283295111221, 0.20190567726438696, 0.20106685759894777, 0.1976512817835266, 0.18670755291752744, 0.18183800321298116, 0.17265957331454213, 0.17217723144726318, 0.1676941563967954, 0.1621107535267418, 0.16144281970054813, 0.15741567418092128, 0.1504464898484223, 0.15116813848020905]","[0.5618317630784265, 0.44096388565055256, 0.38124445003682167, 0.33864900200017567, 0.33223686893952303, 0.30281453123637314, 0.31747004755868996, 0.28463673437463827, 0.2773108998120859, 0.2697959466484086, 0.272421318202697, 0.2733943132876322, 0.2571001474199624, 0.2725156704927313, 0.2814703393599083, 0.24894196119416376, 0.26236200997413234, 0.2619814077424335, 0.2419098626645603, 0.24561333874690122, 0.23790228259267993, 0.2501035445562467, 0.2857367154291092, 0.24898938794523992, 0.25103959129673653, 0.2546643305826804]"
vgg19,1626.677429676056,24.11422848701477,23.90022897720337,100.0,86.0310421286031,85.01664816870144,12,0.0038079123963446,0.4453296820022936,0.5484984553065794,"[72.04658901830283, 91.44283337294985, 97.31400047539815, 97.38531019729022, 99.59591157594485, 99.97623009270264, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[80.37694013303769, 83.81374722838137, 80.15521064301552, 84.36807095343681, 85.92017738359202, 85.69844789356985, 86.0310421286031, 85.69844789356985, 85.58758314855876, 85.47671840354768, 85.2549889135255, 85.47671840354768]","[0.7945752975841364, 0.2267435502938249, 0.08563564338185119, 0.07884169165327241, 0.02630150925269294, 0.012830459346966536, 0.008670851067907995, 0.006820275878646608, 0.005813090425252802, 0.0048919666600836945, 0.004352680991304982, 0.003807912396344667]","[0.5079180942527179, 0.48870584060405864, 0.5507694852763209, 0.4681567133500658, 0.4319820371938163, 0.4319473492174313, 0.42935765367643586, 0.4332070019224594, 0.4320005454636853, 0.4336733615090107, 0.4448349869585243, 0.44532968200229367]"
mobilenetv3_large,531.0802121162415,7.79071307182312,7.5944013595581055,81.17423342048966,79.15742793791574,81.57602663706992,12,0.4943009287570462,0.5346256222190529,0.5141769400958357,"[58.64036130259092, 70.83432374613739, 74.28096030425482, 76.49156168290943, 76.77680057047777, 77.87021630615641, 79.32018065129546, 79.55787972426907, 80.46113620156882, 80.69883527454243, 81.00784406940812, 81.17423342048966]","[70.06651884700665, 73.39246119733924, 74.6119733924612, 76.38580931263859, 77.71618625277162, 78.7139689578714, 79.15742793791574, 78.27050997782705, 78.49223946784923, 78.49223946784923, 78.49223946784923, 78.7139689578714]","[1.013427036729726, 0.7683640244332227, 0.6849011677232656, 0.6363505122788025, 0.6093503505443082, 0.5735689015551046, 0.5493029346971801, 0.5403999715591922, 0.5291879924409317, 0.5103404779325832, 0.5092202215032144, 0.49430092875704623]","[0.7874976992607117, 0.6901388116951647, 0.6345058833730632, 0.6016547505197853, 0.5878794881804236, 0.5672188596478824, 0.5509340244120565, 0.5548556262049181, 0.5375429191466036, 0.5380217068154236, 0.5439467496913055, 0.5346256222190529]"
wide_resnet50_2,2151.264464855194,21.897559642791748,21.918633699417114,87.99619681483242,80.93126385809313,81.24306326304107,17,0.3517303124747493,0.5049520404688244,0.4969141945756715,"[61.27882101259805, 73.71048252911814, 76.03993344425957, 79.89065842643214, 81.03161397670549, 81.74471119562634, 83.432374613739, 83.78892322319943, 84.2405514618493, 84.45448062752556, 85.23888756833848, 85.61920608509627, 86.14214404563822, 85.76182552888044, 86.0946042310435, 87.66341811266936, 87.99619681483242]","[71.61862527716187, 74.72283813747228, 76.60753880266076, 76.49667405764967, 75.94235033259423, 78.15964523281596, 79.04656319290466, 78.7139689578714, 79.60088691796008, 78.04878048780488, 79.490022172949, 80.93126385809313, 80.82039911308205, 80.26607538802661, 80.93126385809313, 79.60088691796008, 80.04434589800444]","[0.9851113851323272, 0.7217954629749963, 0.6357268569144335, 0.5624862263600031, 0.5327579022356959, 0.5032003813169219, 0.47529739954254846, 0.4629762996778344, 0.441696801984852, 0.4326812576389674, 0.4221335132465218, 0.40106955712491815, 0.39413384641661786, 0.3906395916234363, 0.39372585928349785, 0.36822232378251624, 0.3517303124747493]","[0.7677921621963896, 0.6722012850744971, 0.6222535376918727, 0.5977033078670502, 0.5803026354004597, 0.5574211354913383, 0.5489204695512508, 0.540622076597707, 0.5309796785486156, 0.5350130611452563, 0.530286473960712, 0.5189048927919618, 0.5071843227949636, 0.5174943126481155, 0.5103053394062765, 0.5095931088616108, 0.5049520404688244]"
densenet121,1336.6835215091703,13.431323766708374,13.502359628677368,81.50701212265272,81.04212860310422,81.13207547169812,12,0.4752404165990425,0.5060717895113188,0.5027931589504768,"[56.97646779177561, 71.47611124316616, 73.52032327073924, 76.30140242453055, 77.89398621345377, 78.369384359401, 78.91609222724031, 78.70216306156406, 79.55787972426907, 80.00950796291895, 80.19966722129784, 79.96196814832422, 81.22177323508438, 79.93819824102685, 80.7226051818398, 80.88899453292132, 81.50701212265272]","[70.95343680709534, 74.27937915742794, 73.83592017738358, 78.15964523281596, 78.93569844789357, 78.38137472283813, 79.37915742793791, 78.27050997782705, 79.37915742793791, 79.15742793791574, 80.48780487804878, 81.04212860310422, 75.49889135254989, 77.8270509977827, 79.71175166297118, 80.04434589800444, 79.93348115299335]","[1.029633104801178, 0.7611469238093405, 0.6969683332876726, 0.6283629267956271, 0.5963927588679574, 0.5816344329805085, 0.5613346510764324, 0.5591644084814823, 0.5364385583635533, 0.5204476901527607, 0.5179148266712824, 0.5189556700713707, 0.49605488020813826, 0.5110596630609396, 0.5109753635796633, 0.4958992665915778, 0.4752404165990425]","[0.7932879739794237, 0.6825573680729702, 0.6395973450150984, 0.5892694818562475, 0.5731706896732593, 0.5503840138172281, 0.5334702360218969, 0.525808075378681, 0.5226563698258894, 0.5298694634232027, 0.5109164868963176, 0.5016436833759834, 0.5599670523199541, 0.5257216846120769, 0.5051360197108368, 0.4977560469816471, 0.5060717895113188]"
resnet50,1851.7285442352293,16.03829860687256,14.99010443687439,81.29308295697646,78.93569844789357,81.13207547169812,23,0.4906100833957845,0.5473892133811424,0.5077899437526177,"[59.97147611124316, 70.31138578559543, 73.30639410506299, 75.13667696695983, 75.75469455669123, 76.89565010696458, 76.42025196101736, 76.72926075588305, 76.72926075588305, 77.53743760399334, 77.4423579748039, 77.79890658426432, 78.9874019491324, 78.369384359401, 78.96363204183504, 80.48490610886617, 79.7955787972427, 80.00950796291895, 79.9144283337295, 80.15212740670312, 81.05538388400285, 81.29308295697646, 80.79391490373187]","[70.509977827051, 71.72949002217295, 73.61419068736141, 75.3880266075388, 75.3880266075388, 74.72283813747228, 77.16186252771618, 76.94013303769401, 77.49445676274945, 76.38580931263859, 76.60753880266076, 78.27050997782705, 77.8270509977827, 75.16629711751663, 78.7139689578714, 75.83148558758315, 77.93791574279379, 78.93569844789357, 77.0509977827051, 78.15964523281596, 78.04878048780488, 75.94235033259423, 78.15964523281596]","[0.9602684902422356, 0.7431291283080073, 0.6806432893781951, 0.6403858869364767, 0.6262240263097214, 0.6001535554726919, 0.593822781560999, 0.5988609244426092, 0.5794904322335215, 0.5775742047663891, 0.5892860379182931, 0.5471512266632282, 0.5377277938479726, 0.5515632362979831, 0.5411699362324945, 0.5067442508809494, 0.5201303226252397, 0.511915968110164, 0.5185454068987658, 0.5102777496883364, 0.4896478452014201, 0.48009055469072226, 0.49061008339578455]","[0.7641943631501034, 0.6903724598473516, 0.6462899580084044, 0.6161997194947868, 0.6185103706244764, 0.5992975831031799, 0.5697939385627878, 0.5787727380621022, 0.5615807242434601, 0.5620990169459376, 0.5982377354441017, 0.5560255030105854, 0.5483630587314737, 0.6542005199810554, 0.5351531510723049, 0.5982170207747097, 0.5421795372305245, 0.5402483729452923, 0.5815915033735078, 0.5418564708068453, 0.5673582913546726, 0.5584374321945782, 0.5473892133811424]"
densenet169,2037.1978006362915,16.606998920440674,30.20228099822998,84.76348942239126,81.26385809312639,80.91009988901222,15,0.418689927368453,0.4950293518345931,0.450458938191677,"[60.2567149988115, 72.26051818397909, 75.75469455669123, 77.82267649156168, 79.58164963156644, 78.89232231994295, 81.07915379130021, 80.12835749940575, 82.60042785833136, 81.88733063941051, 83.24221535536012, 82.02995008319468, 82.19633943427621, 82.67173758022344, 84.28809127644402, 84.00285238887568, 84.76348942239126, 83.28975516995483, 84.02662229617304, 83.52745424292846]","[72.61640798226163, 74.83370288248337, 72.72727272727273, 77.16186252771618, 77.93791574279379, 79.490022172949, 79.15742793791574, 78.93569844789357, 77.8270509977827, 79.60088691796008, 77.38359201773837, 78.82483370288249, 78.82483370288249, 79.82261640798227, 81.26385809312639, 78.93569844789357, 80.48780487804878, 79.71175166297118, 80.26607538802661, 80.70953436807095]","[0.9755812355063178, 0.7238194445768992, 0.6334522811300827, 0.587795486052831, 0.5455434306552915, 0.5381385747230414, 0.5062483354951396, 0.5117554386908357, 0.4842470240863887, 0.4747198877686804, 0.4531838188342976, 0.45960350876504724, 0.45177642899480736, 0.4481334311492515, 0.42603119045044435, 0.42094265816338133, 0.4138173228411963, 0.42817745606104535, 0.4155492194448457, 0.41868992736845306]","[0.7300237869394237, 0.6535293922342104, 0.6433331524503643, 0.5750428777316521, 0.5508740472382513, 0.5316901412503473, 0.5198316789906601, 0.5208292125627912, 0.5575372145093721, 0.5053103977236254, 0.527593238086536, 0.5000238187354187, 0.5118563072434787, 0.5196572388040608, 0.5079393335457506, 0.5021553702395538, 0.4910399050548159, 0.5067615190456654, 0.5122251125245258, 0.4950293518345931]"
mobilenetv3_small,1062.6769721508026,7.128793954849243,7.039773464202881,79.01117185642975,78.60310421286032,80.35516093229745,26,0.5532060134591479,0.5415443988709614,0.5431749358259398,"[53.88637984311861, 65.58117423342048, 68.76634181126694, 70.1449964345139, 71.19087235559782, 72.33182790587117, 72.73591632992631, 73.68671262182077, 74.94651770858094, 74.80389826479677, 75.44568576182553, 76.18255288804373, 77.15711908723556, 76.49156168290943, 76.58664131209888, 77.15711908723556, 77.34727834561446, 77.4423579748039, 77.60874732588543, 77.68005704777751, 77.79890658426432, 77.68005704777751, 78.17922510102211, 78.39315426669836, 79.01117185642975, 78.4882338958878]","[62.3059866962306, 69.95565410199556, 71.17516629711751, 69.40133037694014, 72.72727272727273, 73.94678492239468, 73.50332594235033, 74.39024390243902, 75.3880266075388, 76.82926829268293, 76.2749445676275, 75.49889135254989, 76.94013303769401, 76.49667405764967, 75.49889135254989, 77.60532150776054, 76.16407982261642, 75.72062084257206, 77.38359201773837, 77.16186252771618, 78.60310421286032, 78.27050997782705, 77.8270509977827, 77.38359201773837, 78.27050997782705, 78.49223946784923]","[1.1007208223595764, 0.8671323909904017, 0.793422204526988, 0.759808581209544, 0.7254865499156894, 0.7002893783377878, 0.6951227495164582, 0.6685459022269105, 0.6503818028352477, 0.6474554310693885, 0.6262190407424262, 0.6167085613265182, 0.6076376465233889, 0.6116883804400762, 0.5981928356217615, 0.5899839949878779, 0.5827519758181139, 0.57813003862446, 0.5697671452706511, 0.5797596542221127, 0.5648409175601873, 0.5575064497463631, 0.5581124596523516, 0.5443047352812507, 0.5433109581018939, 0.5532060134591479]","[0.915588417957569, 0.7835641184757496, 0.725989601735411, 0.7375781227802408, 0.681405921434534, 0.6615556221583794, 0.6768848012233603, 0.6383653067309281, 0.6341990797684111, 0.6070397347211838, 0.6091146392041239, 0.6050539001308638, 0.5975986354309937, 0.5921796616809122, 0.5878832540635405, 0.5810844250794115, 0.5791096414985328, 0.5794721199520703, 0.575311577011799, 0.5712189098884319, 0.5551136865698058, 0.562018176348045, 0.5535725000603445, 0.5674300568884817, 0.5563347334491795, 0.5415443988709614]"
efficientnet_b0,859.9011869430542,9.309466123580933,9.22534155845642,83.50368433563109,80.37694013303769,79.91120976692564,16,0.4349557181650942,0.5227923187716254,0.5036129715113804,"[63.061564059900164, 73.75802234371287, 75.7071547420965, 77.82267649156168, 78.03660565723794, 79.01117185642975, 80.91276444021868, 80.74637508913715, 81.12669360589494, 81.60209175184217, 82.12502971238412, 82.79058711671024, 82.79058711671024, 82.6955074875208, 83.50368433563109, 83.3135250772522]","[72.61640798226163, 75.05543237250555, 77.38359201773837, 76.94013303769401, 77.27272727272727, 78.27050997782705, 78.27050997782705, 79.04656319290466, 78.93569844789357, 79.82261640798227, 80.37694013303769, 79.04656319290466, 78.49223946784923, 80.26607538802661, 79.15742793791574, 79.26829268292683]","[0.9382855156154344, 0.6967903061798124, 0.6410455958861293, 0.5970760093945445, 0.571609664143938, 0.5534122292742585, 0.5081488044198715, 0.5078287957744165, 0.49066021304690477, 0.48707050412441744, 0.4733464896227374, 0.4656908083142656, 0.45718498516714934, 0.4477790136906234, 0.4324655949392102, 0.4349557181650942]","[0.7397660397250077, 0.659635027934765, 0.6197882191888218, 0.5906403085281109, 0.5799654763320397, 0.5591456489316349, 0.5659608255172598, 0.5412860954629963, 0.5469383134924132, 0.5320144059329197, 0.5258377040254658, 0.5292341750243614, 0.5416055331970083, 0.5278514233128778, 0.5358940917870094, 0.5227923187716254]"
mobilenet_v2,680.011901140213,8.219444751739502,17.403268098831177,81.22177323508438,77.0509977827051,77.9134295227525,14,0.5053590906388832,0.5796377134734186,0.5584497307908947,"[59.56738768718802, 70.43023532208224, 73.37770382695507, 75.20798668885192, 76.3251723318279, 77.10957927264084, 77.79890658426432, 78.44069408129309, 78.89232231994295, 79.58164963156644, 81.22177323508438, 79.67672926075588, 80.12835749940575, 80.2234371285952]","[68.40354767184036, 70.62084257206209, 73.94678492239468, 74.16851441241685, 73.17073170731707, 75.49889135254989, 74.50110864745011, 75.60975609756098, 77.0509977827051, 76.49667405764967, 76.05321507760532, 75.3880266075388, 76.60753880266076, 76.94013303769401]","[1.0485011849439505, 0.7852049971168692, 0.7152006131681529, 0.6623668081381104, 0.6350417509675026, 0.6047395343581835, 0.5905285576979319, 0.5661932548338716, 0.5547432262789119, 0.556525446248777, 0.5106819174957998, 0.5276690027253195, 0.5272968944275018, 0.5053590906388832]","[0.8353909377394051, 0.7473505427097452, 0.6865660722913414, 0.6596292154542331, 0.6631619591137459, 0.617072965564399, 0.616636815769919, 0.599337083512339, 0.5965081124470152, 0.5896869250412645, 0.591582878910262, 0.5838167605728939, 0.5841186293240251, 0.5796377134734186]"
