model_names,train_times,val_eval_times,final_test_times,train_accuracies,val_accuracies,final_test_accuracies,best_epochs,final_train_losses,final_val_losses,final_test_losses,train_acc_history,val_acc_history,train_loss_history,val_loss_history
vgg19,1626.677429676056,24.11422848701477,23.90022897720337,100.0,86.0310421286031,85.01664816870144,12,0.003807912396344667,0.44532968200229367,0.5484984553065794,"[72.04658901830283, 91.44283337294985, 97.31400047539815, 97.38531019729022, 99.59591157594485, 99.97623009270264, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[80.37694013303769, 83.81374722838137, 80.15521064301552, 84.36807095343681, 85.92017738359202, 85.69844789356985, 86.0310421286031, 85.69844789356985, 85.58758314855876, 85.47671840354768, 85.2549889135255, 85.47671840354768]","[0.7945752975841364, 0.2267435502938249, 0.08563564338185119, 0.07884169165327241, 0.02630150925269294, 0.012830459346966536, 0.008670851067907995, 0.006820275878646608, 0.005813090425252802, 0.0048919666600836945, 0.004352680991304982, 0.003807912396344667]","[0.5079180942527179, 0.48870584060405864, 0.5507694852763209, 0.4681567133500658, 0.4319820371938163, 0.4319473492174313, 0.42935765367643586, 0.4332070019224594, 0.4320005454636853, 0.4336733615090107, 0.4448349869585243, 0.44532968200229367]"
